view_id;user_id;course_id;view_date;duration_seconds;from_landing_page;session_id
80;305;862;2023-09-08 08:07:14;503;False;7bcd92f0-76e9-433e-9956-0e5302e4d5cb
81;489;52;2023-09-21 07:22:27;5945;False;e4b9a77f-ab23-45df-b3ed-d879b24bddb3
82;101;499;2022-08-30 20:07:14;2782;True;0c4c9475-4128-4943-98c4-6d19612bcc96
83;749;450;2022-07-28 15:33:58;3733;True;edf19e6f-0795-4ed0-8a63-d85ec0c4ebf2
84;589;353;2023-12-15 06:00:40;4263;False;27790d07-d567-4471-9a97-7b468cf35458
85;514;320;2022-08-21 15:37:16;371;False;6aefbb10-af7e-4f8f-93d1-f3316b4df139
86;332;428;2022-06-18 03:03:06;1845;True;576d1970-84ae-48ff-b696-d66f52d72f7c
87;849;283;2024-01-27 14:51:33;4713;True;429a8b23-feb5-4c67-b9e8-3bc540abc25d
88;850;802;2022-06-11 10:35:58;4967;True;fa5630bc-99d3-4a33-81aa-eb0f4177ce90
89;524;379;2023-03-02 13:50:36;566;True;ae2e0860-c4ef-4c04-92ea-059f7d71a1d2
90;232;283;2023-08-31 15:03:33;2139;True;8c70a037-35c9-407b-9f06-ff9194ae5184
91;322;435;2022-12-15 08:38:03;564;True;8e37c0e9-76de-4129-8459-d47da7bf340e
92;303;527;2022-06-18 12:52:25;3290;True;14fdec50-8747-4a47-a0e4-8f43fbdc5fe9
93;847;860;2022-06-02 00:44:55;2165;False;1d09c5c2-1407-497f-8cbd-7b65ceb9eaa6
94;664;142;2022-08-11 08:20:55;2083;False;e753adb4-d9e8-485c-b92c-464b7eca34d8
95;886;584;2023-11-13 20:19:32;1173;True;8e95962d-5f9d-4e32-a417-c002a5bc7c46
96;318;114;2022-06-25 06:08:26;2884;True;2a96007f-a571-4880-8fd0-f68756129066
97;601;509;2023-12-28 08:41:04;4939;True;033b8bc9-a0ec-4b0b-b8f5-23c0a6b7eaf4
98;508;594;2022-10-22 12:44:14;4309;True;1c273bbb-c341-4c00-aeec-ae16ea8527f6
99;422;758;2022-10-21 14:14:31;6959;False;8a3065ce-4913-435a-a304-13449efcbefe
100;586;805;2022-12-25 14:57:25;5600;True;ae7f098a-740e-4fd5-85c5-33ccb0f51ba7
101;464;861;2022-10-05 13:30:38;1808;False;1c523d56-830c-4ac9-82ad-e5d23efb1795
102;850;244;2023-10-15 05:24:51;2193;False;e5807004-7d5f-40b4-8926-3808c91deb7f
103;878;262;2022-11-17 09:18:17;4002;False;c51d5d22-7755-4fcd-bfb3-dd65747112ba
104;310;33;2023-03-11 12:15:34;4489;False;24d9d110-a4d5-449f-803c-8683f4d3e82c
105;665;585;2023-06-16 13:46:46;3349;False;422ec52a-b2a6-4ad8-aec3-8a1cccee7123
106;990;863;2023-05-29 09:59:55;255;True;1dbb9e0e-539c-42ee-97a9-4b2fe3fb1ac4
107;952;382;2022-08-29 21:29:21;5571;False;a8fc98ce-7c58-4435-990d-bbdcb29cc602
108;85;51;2023-10-06 06:26:38;1764;True;78bbbbc3-ef90-4b8f-8e94-c36724b12623
109;951;338;2022-11-23 19:29:33;6127;True;e4704285-2210-4c9d-8e3a-4d00b40db6c6
110;257;657;2024-01-07 03:50:54;1006;False;5788ae57-f3ef-4332-8225-4ecdb58f8dfd
111;484;836;2022-07-25 20:38:33;4429;False;70fbcbd0-d8db-4cc9-b020-96dad56c8c2e
112;798;354;2023-08-11 15:45:32;5271;True;bad0afb9-ce25-4b01-ac03-58d273aef275
113;250;359;2022-09-13 12:28:52;804;False;a439f046-1e16-431d-8073-ab9cc6ef4a21
114;199;428;2022-10-12 19:26:47;6705;False;4e38f830-aab4-4c7c-80e0-69a0742d894e
115;726;523;2022-09-20 18:13:20;1001;True;58f64cc1-8d17-4860-9dd9-0936d6874b93
116;931;40;2023-09-13 17:44:35;4298;False;bd8b38e3-0f61-4276-8baa-12c14ebfc07c
117;588;645;2022-07-18 20:03:47;5880;False;db224b79-85e6-4999-8dc3-b9cc1ed0e4d8
118;719;425;2023-01-19 08:20:55;3133;True;f61350ab-5c7f-479c-bde2-2e8963238fbf
119;277;433;2023-08-25 11:23:28;4053;True;2698453a-e8bd-4849-8a93-d2d5a4a082f4
120;405;99;2023-10-13 03:22:59;2551;False;b0f3d580-5116-49f7-9136-d96afb9ee69f
121;375;76;2024-02-02 03:00:12;5434;True;4ef23fd4-ca9b-49b9-8033-f9fe4c0e0d5a
122;774;140;2022-06-04 22:30:34;7134;True;3ff81af7-1692-4086-acb9-c30c25258575
123;780;808;2022-12-09 03:41:20;4969;False;7f2840e7-fa07-430d-8eac-e59058142d97
124;800;272;2022-12-09 22:26:52;3693;True;01fbdd8a-6137-4679-bc73-73c952e5b0b0
125;922;743;2023-12-28 23:08:56;1373;False;053ae5a2-47ef-47d8-aa00-b8e8647f7494
126;144;758;2023-10-09 18:25:21;5178;True;22842954-97ba-40e3-aebc-7c7c2c2487d5
127;116;831;2022-11-05 04:58:19;6328;False;e179fb1c-c285-4d9b-9af3-19a792e1efed
128;502;113;2022-06-11 06:10:28;5458;False;f1a2b8ad-7f48-40f4-bc09-68b3a0f61074
129;862;773;2023-07-12 17:34:02;2841;True;da9cfba0-cb15-43cd-9317-fdbd78bf1ce1
130;242;814;2023-06-04 05:41:46;6223;True;c4448faa-6e69-47ec-8e9d-75a7ac2ded6c
131;556;752;2023-03-01 01:40:09;6501;False;fa0862a0-fd84-4096-8da5-b429a7254d8e
132;491;20;2023-10-25 04:40:46;4900;True;e9a8d2ab-6078-4dec-8ee2-a1d0e5837ab8
133;625;345;2023-10-24 07:21:53;1143;True;bdc89ea5-b25d-4315-a35f-1141f47ba8e6
134;872;689;2024-01-15 09:53:44;2992;True;5e68a36e-7d1d-4a16-b723-8df31377724e
135;241;108;2022-07-29 05:08:36;643;True;68858341-3515-4850-b742-9905d72f178a
136;393;856;2022-10-16 03:00:14;6404;True;efdc6919-b421-401a-8406-e90e2d196e37
137;475;691;2023-01-31 11:50:26;5229;False;42b97dba-7ab5-46f4-a476-f10febaccd61
138;484;683;2023-03-16 07:33:34;3745;False;65d8b8ea-d1b1-412f-a094-058c9215c9d3
139;269;842;2022-08-05 21:13:32;5622;False;599fb67a-d8b2-4f74-8161-75d1fbf9a5ff
140;169;556;2022-08-08 00:37:53;6786;True;2963f897-81d0-440d-ba9c-284a854ab160
141;533;696;2023-08-03 23:57:20;6970;False;edf91272-5815-4a6a-b06c-5dff259d8800
142;85;799;2023-03-21 13:09:10;6369;False;029b06a9-af70-4a05-b68f-2a684d9653df
143;985;31;2023-05-30 00:17:21;6279;True;796343cc-6e91-499e-a32d-1287f0743483
144;336;579;2022-09-17 14:12:02;2447;False;baa893a2-e5ac-4a04-be84-4d188c18fb75
145;187;637;2023-07-29 18:47:18;5866;False;84435515-6a1b-4769-a476-2032a4d07b37
146;750;690;2022-08-05 04:13:27;4455;False;75c898de-dc2e-4963-b6ad-9425ee65e008
147;99;389;2023-07-03 04:17:26;4989;True;309eea47-bf5e-4f27-ac4d-24da87d4f420
148;109;9;2023-08-11 05:10:08;5879;False;1b13e5c6-f860-408c-ab99-6bc2554e1ea1
149;975;220;2022-10-04 13:17:28;4003;True;31221db6-7e0b-4d29-8aa5-ed8e63136b45
150;240;534;2022-12-13 21:44:11;6564;True;3484fc87-9dc6-498c-aa58-15d2c5cab2c5
151;849;736;2023-04-26 06:48:49;292;False;74d764a0-6dba-41bb-b571-fc54e5e9260a
152;292;430;2023-11-28 10:22:10;4990;False;9db89d13-771f-414f-ad54-54779820ae4a
153;777;470;2022-07-22 03:05:02;2767;False;c2cdc663-eb1b-4c55-b668-0f5685b2e95e
154;572;305;2023-01-08 03:23:33;6641;False;58da48da-bf8c-48a9-a205-699b2273b7c2
155;242;778;2023-04-01 10:26:02;1044;False;d54ac2a6-7112-4eff-b14c-cbcd5d268f14
156;598;398;2023-08-15 10:52:05;4507;True;89d7caf0-99ee-4233-98d9-e8812ea87127
157;595;714;2023-03-10 03:46:23;906;True;c467f02a-8a52-4219-9159-70cb196dfc8f
158;41;584;2022-10-19 09:35:46;2607;False;2e8296d1-c6c0-464e-b9ef-9f6fca9f7c2c
159;111;344;2023-07-13 23:55:16;5354;False;aade696f-7c79-4c98-a2ba-84a121243ec8
160;471;741;2022-12-12 00:00:33;1147;True;34516eaa-e143-4538-9fb8-fe77bab4d876
161;124;335;2023-01-10 22:19:33;6025;False;fb6b1af8-eb95-46b2-a4bb-48ab47b59d14
162;988;425;2023-02-01 10:05:34;6218;False;868a5167-5984-4b62-8d4c-29d0083306a6
163;500;224;2024-01-03 11:41:27;5326;False;72ced810-0439-402b-beca-0e60ad64c2b1
164;405;591;2023-11-19 11:53:50;5374;True;80dc8f00-6bdb-4ac6-a2c7-ce79bfcd32a4
165;876;548;2023-09-05 08:25:35;2085;False;6cb066cb-3ecc-4950-9c7d-d96ec695c6b3
166;270;277;2023-08-05 12:48:41;4215;True;d28d7832-1295-492c-a990-54bb84c76af2
167;131;224;2023-11-25 22:15:51;6078;True;65c01fc0-9878-458a-8c50-28228b4cf576
168;216;294;2023-05-16 21:13:35;1286;False;37143384-f0c9-46f1-bbba-0856d49fe04d
169;843;86;2022-07-14 11:20:55;6303;True;a126b842-f24f-45c5-bc8c-0266d7dc0297
170;495;821;2022-07-26 23:43:04;256;True;420b3297-5713-49f5-9694-8f69f75dbbae
171;395;560;2022-06-25 22:05:31;4477;False;57f5d220-e173-4db1-825b-df9f7ea685d8
172;468;309;2023-09-15 07:36:40;520;False;e45d9371-dbf5-4bc7-a44f-0530bdcb9405
173;555;174;2023-12-13 02:17:08;745;True;93f89b75-6857-4244-9db3-ab8ccf39967c
174;748;660;2022-07-10 14:56:03;7187;False;eb16397f-eb87-48eb-bda9-ef5550867a61
175;720;469;2023-10-01 00:45:09;4582;True;ad6e12f5-dd7c-4668-b65a-226b97b569d8
176;952;643;2022-10-11 05:19:23;1614;True;51107386-b90d-43a4-87e4-53dce4585159
177;165;785;2022-09-21 20:06:55;223;False;186551a6-43fa-4b98-b8fb-7b37bc6a6a8a
178;690;241;2022-08-22 08:56:39;6925;False;82caaca6-3623-44ba-bf8e-c98a47041988
179;614;292;2023-04-30 03:27:26;4922;False;4785708e-70ba-4486-ad70-e91d463bc707
180;316;89;2023-03-20 04:56:36;5884;False;e6761b81-a5cb-4846-9ce0-c4daaabe5c13
181;418;521;2023-12-22 04:49:13;4482;False;9393b03d-711c-4fd5-a6ef-04ab058a72fd
182;39;511;2023-12-06 09:29:14;6774;True;fffab40d-ea98-46ab-b812-873537e8f172
183;765;139;2023-09-24 14:53:18;1907;False;928e4a68-0b1e-4a29-9d66-b50d1872aa8a
184;231;813;2023-10-25 15:46:40;6374;True;903d26de-2eeb-4915-af22-07f2a58e2417
185;727;524;2022-09-23 02:06:03;6395;True;2a470a8b-6765-4cf2-ba2b-223b46fae485
186;78;182;2022-07-21 13:05:13;531;False;9a9ade6a-81d6-4425-b91e-42d34997d63a
187;871;10;2023-06-11 19:23:43;5013;False;9ea2306c-fc5b-4532-9d2b-e000a18c6eff
188;355;189;2023-06-18 23:33:08;250;True;eacd3748-d9c8-425d-b98c-151f6d27745e
189;182;405;2024-01-21 05:30:06;2047;False;a3a868ad-6329-4ca3-bfbf-f61248bb4558
190;743;471;2023-07-11 21:08:49;6241;True;43642c14-606c-4ec8-aa34-057821b34613
191;755;734;2022-11-14 07:18:54;6457;False;9f433ffe-3fb7-4f3d-8dc8-30b73c36d5de
192;563;577;2023-12-17 21:37:53;5684;True;8e299c2d-686a-48fd-a853-7de0680ce705
193;829;698;2024-02-02 06:36:49;793;False;ba16c520-5b31-44e6-aadf-c23165233ef4
194;161;556;2023-04-02 16:03:56;2751;False;30d837ca-ff6c-4a75-b363-fa0ee69b7046
195;834;843;2022-06-10 20:53:21;206;True;4e17a432-a017-4a33-8fb2-d0197dbcaae2
196;569;562;2023-10-05 12:47:42;4843;True;cdf0fe14-734f-4b0f-9204-9542bf4dadec
197;486;577;2023-06-16 23:31:15;4766;True;793da541-2496-408d-8d5d-dbf24f01d52a
198;466;138;2023-03-01 05:03:53;5556;False;a307165a-1fbb-4f47-9d48-52458283def8
199;460;317;2024-02-08 19:50:27;864;False;49d6bc9d-211b-4b75-8bc3-0ace067f1774
200;864;15;2024-01-14 19:51:45;242;False;0010fc67-e704-4278-bdd2-faeca9b12a61
201;97;305;2023-09-06 20:49:35;3856;False;d64e89af-b464-4a70-ac2f-383d88b2c63b
202;589;172;2023-01-13 22:47:25;2359;False;284c48d0-f52b-458b-a171-d4696aaa2c64
203;52;393;2022-10-06 02:43:36;2380;True;f8e23844-ecc7-4bf8-bd05-b80120339979
204;574;173;2024-02-08 04:02:47;7189;True;5478998e-2f91-4b5c-9fdf-b5327ac2cf0f
205;28;855;2023-03-27 08:18:19;1279;False;013a52a3-5ab5-4912-b060-736788ede1eb
206;151;109;2023-05-11 15:09:45;5716;False;b36c3651-ca3b-4e0c-9be3-13ea0430d0af
207;157;378;2023-07-09 13:43:04;291;True;e7f05c6e-05f0-411d-a2ba-ccbbd40682b3
208;915;388;2022-09-13 06:57:06;5922;True;cf18345d-2296-4929-819a-7fac3b4a9b35
209;176;778;2022-10-12 20:32:43;2783;False;28e0e084-240b-472e-990d-13fc969c6398
210;172;275;2022-12-30 05:57:02;2894;True;567c633a-d622-467b-b93b-090618bb9c44
211;199;400;2023-12-24 19:30:06;6832;True;44bbb002-eac1-4171-96d3-0ca3f0e7cbd6
212;550;242;2023-05-02 01:58:36;3581;False;f73a9e52-a8e6-4469-8dd7-50a693b9074d
213;350;307;2024-01-14 04:30:25;100;True;8e5a57e2-5e54-4a75-ba2f-4d99e9b8548d
214;568;488;2023-06-29 14:07:31;1689;False;cec7b875-c071-46e6-8412-243509b77e61
215;85;191;2023-04-28 05:25:08;2944;False;0cd345cb-4446-4950-bb2e-87ccff131878
216;407;605;2023-10-01 17:13:21;5590;False;9aea697e-29c6-47b8-be46-8387cbadc882
217;528;364;2022-12-03 14:13:55;6585;True;91e3b879-a850-447d-99b4-e746db4c74d4
218;19;96;2023-02-09 18:46:10;3865;False;d928ae6d-389a-4992-97b9-63b7f2f94dc9
219;205;601;2023-05-06 10:26:41;2653;True;b86ac802-18d9-4a42-87d0-8c8b70339c9a
220;897;357;2023-06-27 14:31:12;280;True;8d53ae02-05d5-4a4b-871d-7cf014488e4a
221;779;878;2023-05-22 05:49:41;3216;True;5f7cff24-47e0-44ed-881e-d0eade614219
222;404;254;2022-09-23 13:56:46;6159;True;05377040-4281-4456-a7ba-17698f24bd22
223;157;643;2023-09-27 04:42:12;512;False;fcb28203-ee7e-46d0-abd8-9a2b5d6a47d7
224;116;616;2023-01-24 17:04:13;6165;False;63630c6c-77c3-4c52-8520-cd78cb2a07ab
225;753;440;2023-07-30 22:00:56;3445;True;94f96f78-4077-47e5-96bd-827e5ae6ae12
226;976;119;2023-06-14 02:09:13;7093;False;c20f0d82-1a36-400f-9732-7de2d3c417cb
227;75;285;2023-06-12 14:35:53;3181;False;3a146c43-7350-408f-878f-a11f0d3a3af8
228;389;845;2022-07-30 05:18:53;2827;True;1622ae49-2117-4392-8bb3-c2d08ac17fe5
229;791;868;2023-06-23 06:10:25;5217;False;0f19bfdd-8363-4c60-b478-8e805661abe0
230;479;330;2023-07-23 06:49:01;420;False;51babc70-c098-4e66-b137-0c88309598a4
231;817;853;2022-10-04 20:04:32;1384;True;e692ba08-46d8-4748-b250-ed982f2c460e
232;992;235;2023-12-04 13:07:44;2935;False;5ab36b79-1736-4afc-97e5-9cd5754ad696
233;300;485;2022-08-11 01:15:56;1140;False;0f1c1bc7-d7f3-49e1-bb88-21f759a3c454
234;690;421;2023-11-18 16:38:39;268;True;5564e29f-293e-47f5-88c1-71d5780bc352
235;693;273;2022-12-06 11:00:01;3642;False;96aa1053-0185-4b0a-a7c2-9cf0d42c00bd
236;462;427;2022-09-09 15:58:49;594;True;d93bd022-928e-4644-b46a-7eb95710ea06
237;622;561;2022-09-16 22:39:16;1002;False;440568b9-1b14-4fb1-81bd-cb10b25e0db4
238;358;213;2022-11-21 01:48:21;608;False;2dd8cadf-104b-47b1-a3aa-bfbc639f7063
239;391;546;2023-12-21 09:53:32;1042;True;44058a6c-3776-4067-8365-1e0eb6779506
240;569;410;2023-12-27 19:26:43;3689;True;9ffd72b7-3681-400e-af92-16d7024881be
241;477;68;2023-04-21 19:50:58;6186;True;08333a93-731d-434a-946f-dcd5404c7bc2
242;262;716;2023-04-04 16:50:42;3525;False;cbb0f701-009b-4ea9-81b5-c4ac4eaa227e
243;471;65;2023-12-30 05:28:01;5421;True;1aa4be13-b4c3-4c37-b243-c4ecd810e0c6
244;437;109;2023-11-25 04:44:54;3943;False;a35b6c4f-8a8c-4f7a-91de-44f9ce5df02f
245;862;667;2023-03-30 09:11:52;4333;True;8c1547e4-cd3a-4780-a0cf-1a0a26685334
246;855;502;2023-08-02 13:11:29;4908;False;32594110-92e0-4daa-bb68-913e741d719b
247;217;23;2023-06-15 00:01:56;490;False;97125f51-b7ce-498c-b873-1e49e170addc
248;298;799;2022-10-13 07:01:38;6356;True;41f594b6-8ec1-43a0-b46c-c8c9bd49fee3
249;7;35;2022-07-30 22:04:25;6868;False;2a846028-7c3a-44a0-9931-4a5dc5c82f6a
250;855;619;2022-09-29 07:38:52;2308;False;bcd2f149-ab88-463e-ae86-c718bcc40efe
251;248;160;2023-06-21 05:24:52;1096;False;12fa5e0b-f715-49b4-923a-f5c3bb837575
252;893;578;2023-03-20 00:46:50;4051;True;2825c893-40aa-4670-9b9a-293e6236dd01
253;644;556;2023-09-25 08:46:26;934;False;d2140904-2b96-43ce-b6ba-d2a305515329
254;550;293;2022-09-15 05:39:55;69;False;cf502425-6dd8-42a1-aaaf-dc2248b51457
255;438;547;2024-01-17 22:31:53;6231;False;f271d53a-9e4f-4a29-80ef-ed9d0c7effc3
256;816;425;2022-06-14 23:08:37;401;True;5a816731-c774-4b7f-a24e-f2029f93568d
257;834;743;2023-09-01 07:20:28;5634;False;23959927-d9fb-47bc-8f6f-18ae5e3791a0
258;633;684;2022-11-16 16:47:35;4633;False;89762f89-a102-4c87-aa09-d2da8826245f
259;903;389;2023-03-12 09:34:27;142;True;8171caec-1ac1-4b01-be02-370439303b7d
260;295;299;2023-06-07 17:51:15;4676;True;26be2855-2dfd-4890-ad60-c88db79525aa
261;566;397;2023-08-20 05:19:42;3005;False;584b9d16-92ff-4abf-9bf1-c475a32f23d8
262;486;515;2022-08-04 04:23:38;2982;False;aff25304-1ada-45a2-99c4-97c386181d92
263;653;866;2023-05-10 18:00:59;3136;False;aa0d6b76-1881-4cdb-afc2-7f6a70bd6f7b
264;736;209;2022-12-29 08:18:50;3321;True;63d0c4f8-2a2c-44af-9be7-eb24742f44b6
265;106;686;2023-09-06 00:18:10;4218;False;2e196d3f-c51e-4f50-8c3d-3986cc6c6a16
266;572;304;2023-06-19 22:33:49;864;True;38a560f0-80bc-4f40-a66e-2013dc9b69f2
267;387;415;2023-09-14 10:53:44;4678;False;c0ff951f-d5c8-41a0-baa8-0de6347d73be
268;258;876;2023-06-22 00:31:29;5625;False;35b722ca-68e2-4ad2-94c9-2ab7fca9161d
269;429;165;2023-08-31 23:01:47;4933;True;640859ca-278b-4393-9df6-622870eb2760
270;176;436;2023-05-12 11:27:32;6301;True;02bd1a73-8709-4de9-8a12-504cdce6f9ae
271;611;695;2023-11-11 10:42:22;6789;True;f398a673-0784-4f12-ae49-c9ba77f487ec
272;537;864;2022-07-04 06:45:56;4175;False;596311ce-22b6-45d2-bab7-77bb43b45c76
273;547;247;2023-07-07 17:15:10;1850;False;3abf2f9a-a652-4181-9f38-633e40a79928
