enrollment_id;user_id;course_id;enrollment_date;source;is_trial;completed;updated_at;campaign_id
39;588;281;2022-05-24 12:08:01;organic;False;True;2022-05-24 12:08:01;
40;699;127;2022-05-24 12:40:55;organic;False;True;2022-05-24 12:40:55;
41;71;517;2022-05-24 17:02:55;organic;False;True;2022-05-24 17:02:55;
42;913;402;2022-05-24 21:09:12;organic;False;True;2022-05-24 21:09:12;
43;286;458;2022-05-24 21:31:49;organic;False;True;2022-05-24 21:31:49;
44;191;564;2022-05-25 00:30:17;organic;False;True;2022-05-25 00:30:17;
45;657;433;2022-05-25 01:39:32;organic;False;True;2022-05-25 01:39:32;
46;21;413;2022-05-25 01:59:01;organic;False;True;2022-05-25 01:59:01;
47;911;192;2022-05-25 04:29:08;organic;False;True;2022-05-25 04:29:08;
48;646;285;2022-05-25 05:53:40;organic;False;True;2022-05-25 05:53:40;
49;511;351;2022-05-25 06:12:48;organic;False;True;2022-05-25 06:12:48;
50;639;500;2022-05-25 06:39:46;organic;False;True;2022-05-25 06:39:46;
51;684;14;2022-05-25 17:02:55;organic;False;True;2022-05-25 17:02:55;
52;418;111;2022-05-25 19:49:31;organic;False;True;2022-05-25 19:49:31;
53;606;399;2022-05-25 20:13:26;organic;False;True;2022-05-25 20:13:26;
54;891;468;2022-05-26 00:31:13;organic;False;True;2022-05-26 00:31:13;
55;426;869;2022-05-26 06:32:46;organic;False;True;2022-05-26 06:32:46;
56;913;583;2022-05-26 08:11:36;organic;False;True;2022-05-26 08:11:36;
57;102;298;2022-05-26 11:07:10;organic;False;True;2022-05-26 11:07:10;
58;700;370;2022-05-26 15:10:36;organic;False;True;2022-05-26 15:10:36;
59;700;39;2022-05-26 15:10:36;organic;False;True;2022-05-26 15:10:36;
60;683;837;2022-05-26 15:59:00;organic;False;True;2022-05-26 15:59:00;
61;39;88;2022-05-26 17:53:47;organic;False;True;2022-05-26 17:53:47;
62;112;182;2022-05-26 19:24:59;organic;False;True;2022-05-26 19:24:59;
63;862;739;2022-05-26 20:08:23;organic;False;True;2022-05-26 20:08:23;
64;688;486;2022-05-27 01:54:57;organic;False;True;2022-05-27 01:54:57;
65;377;69;2022-05-27 04:32:18;organic;False;True;2022-05-27 04:32:18;
66;553;863;2022-05-27 05:41:54;organic;False;True;2022-05-27 05:41:54;
67;553;396;2022-05-27 05:41:54;organic;False;True;2022-05-27 05:41:54;
68;250;652;2022-05-27 06:46:47;organic;False;True;2022-05-27 06:46:47;
69;874;138;2022-05-27 06:53:01;organic;False;True;2022-05-27 06:53:01;
70;38;397;2022-05-27 08:00:45;organic;False;True;2022-05-27 08:00:45;
71;75;672;2022-05-27 08:35:21;organic;False;True;2022-05-27 08:35:21;
72;991;676;2022-05-27 08:53:38;organic;False;True;2022-05-27 08:53:38;
73;294;152;2022-05-27 08:57:50;organic;False;True;2022-05-27 08:57:50;
74;737;402;2022-05-27 10:42:20;organic;False;True;2022-05-27 10:42:20;
75;584;755;2022-05-27 10:56:58;organic;False;True;2022-05-27 10:56:58;
76;185;350;2022-05-27 11:23:10;organic;False;True;2022-05-27 11:23:10;
77;468;371;2022-05-27 16:40:04;organic;False;True;2022-05-27 16:40:04;
78;191;392;2022-05-27 18:03:14;organic;False;True;2022-05-27 18:03:14;
79;595;177;2022-05-27 20:15:17;organic;False;True;2022-05-27 20:15:17;
80;154;853;2022-05-28 02:28:02;organic;False;True;2022-05-28 02:28:02;
81;694;578;2022-05-28 07:21:33;organic;False;True;2022-05-28 07:21:33;
82;22;56;2022-05-28 08:09:26;organic;False;True;2022-05-28 08:09:26;
83;915;720;2022-05-28 08:14:42;organic;False;True;2022-05-28 08:14:42;
84;956;643;2022-05-28 08:26:20;organic;False;True;2022-05-28 08:26:20;
85;916;220;2022-05-28 11:21:07;organic;False;True;2022-05-28 11:21:07;
86;304;22;2022-05-28 12:12:22;organic;False;True;2022-05-28 12:12:22;
87;337;874;2022-05-28 12:56:42;organic;False;True;2022-05-28 12:56:42;
88;525;485;2022-05-28 17:19:23;organic;False;True;2022-05-28 17:19:23;
89;99;749;2022-05-28 17:49:59;organic;False;True;2022-05-28 17:49:59;
90;822;471;2022-05-28 18:32:27;organic;False;True;2022-05-28 18:32:27;
91;930;823;2022-05-28 20:49:57;organic;False;True;2022-05-28 20:49:57;
92;375;97;2022-05-28 23:14:21;organic;False;True;2022-05-28 23:14:21;
93;337;189;2022-05-28 23:15:35;organic;False;True;2022-05-28 23:15:35;
94;559;886;2022-05-28 23:55:50;organic;False;True;2022-05-28 23:55:50;
95;749;8;2022-05-28 23:58:30;organic;False;True;2022-05-28 23:58:30;
96;435;544;2022-05-29 00:24:05;organic;False;True;2022-05-29 00:24:05;
97;36;763;2022-05-29 00:38:44;organic;False;True;2022-05-29 00:38:44;
98;447;479;2022-05-29 01:23:24;organic;False;True;2022-05-29 01:23:24;
99;9;460;2022-05-29 03:31:52;organic;False;True;2022-05-29 03:31:52;
100;703;555;2022-05-29 04:12:19;organic;False;True;2022-05-29 04:12:19;
101;413;398;2022-05-29 05:45:32;organic;False;True;2022-05-29 05:45:32;
102;923;260;2022-05-29 05:54:40;organic;False;True;2022-05-29 05:54:40;
103;689;681;2022-05-29 07:35:49;organic;False;True;2022-05-29 07:35:49;
104;850;879;2022-05-29 08:14:42;organic;False;True;2022-05-29 08:14:42;
105;935;485;2022-05-29 08:14:42;organic;False;True;2022-05-29 08:14:42;
106;413;565;2022-05-29 10:50:54;organic;False;True;2022-05-29 10:50:54;
107;372;659;2022-05-29 11:05:52;organic;False;True;2022-05-29 11:05:52;
108;273;60;2022-05-29 11:16:24;organic;False;True;2022-05-29 11:16:24;
109;99;284;2022-05-29 12:38:51;organic;False;True;2022-05-29 12:38:51;
110;235;793;2022-05-29 13:49:01;organic;False;True;2022-05-29 13:49:01;
111;957;630;2022-05-29 14:54:06;organic;False;True;2022-05-29 14:54:06;
112;803;628;2022-05-29 15:20:23;organic;False;True;2022-05-29 15:20:23;
113;581;152;2022-05-29 18:02:56;organic;False;True;2022-05-29 18:02:56;
114;327;304;2022-05-29 18:27:13;organic;False;True;2022-05-29 18:27:13;
115;988;630;2022-05-29 20:51:47;organic;False;True;2022-05-29 20:51:47;
116;933;533;2022-05-29 21:59:55;organic;False;True;2022-05-29 21:59:55;
117;380;722;2022-05-29 22:29:31;organic;False;True;2022-05-29 22:29:31;
118;404;658;2022-05-30 02:17:25;organic;False;True;2022-05-30 02:17:25;
119;178;764;2022-05-30 07:23:29;organic;False;True;2022-05-30 07:23:29;
120;325;620;2022-05-30 09:07:32;organic;False;True;2022-05-30 09:07:32;
121;219;414;2022-05-30 12:10:05;organic;False;True;2022-05-30 12:10:05;
122;552;43;2022-05-30 13:21:15;organic;False;True;2022-05-30 13:21:15;
123;580;419;2022-05-30 13:59:37;organic;False;True;2022-05-30 13:59:37;
124;743;419;2022-05-30 13:59:37;organic;False;True;2022-05-30 13:59:37;
125;677;733;2022-05-30 16:02:35;organic;False;True;2022-05-30 16:02:35;
126;658;730;2022-05-30 17:27:59;organic;False;True;2022-05-30 17:27:59;
127;847;549;2022-05-30 17:41:14;organic;False;True;2022-05-30 17:41:14;
128;17;684;2022-05-30 18:12:23;organic;False;True;2022-05-30 18:12:23;
129;730;672;2022-05-30 19:45:30;organic;False;True;2022-05-30 19:45:30;
130;343;267;2022-05-31 00:52:16;organic;False;True;2022-05-31 00:52:16;
131;186;543;2022-05-31 01:01:25;organic;False;True;2022-05-31 01:01:25;
132;680;676;2022-05-31 01:28:22;organic;False;True;2022-05-31 01:28:22;
133;303;787;2022-05-31 02:11:09;organic;False;True;2022-05-31 02:11:09;
134;994;287;2022-05-31 04:17:44;organic;False;True;2022-05-31 04:17:44;
135;946;387;2022-05-31 05:32:21;organic;False;True;2022-05-31 05:32:21;
136;757;87;2022-05-31 07:31:36;organic;False;True;2022-05-31 07:31:36;
137;194;687;2022-05-31 07:59:03;organic;False;True;2022-05-31 07:59:03;
138;956;349;2022-05-31 08:26:20;organic;False;True;2022-05-31 08:26:20;
139;973;790;2022-05-31 09:57:51;organic;False;True;2022-05-31 09:57:51;
140;88;376;2022-05-31 10:05:51;organic;False;True;2022-05-31 10:05:51;
141;145;803;2022-05-31 12:30:42;organic;False;True;2022-05-31 12:30:42;
142;673;57;2022-05-31 12:59:03;organic;False;True;2022-05-31 12:59:03;
143;849;275;2022-05-31 14:04:16;organic;False;True;2022-05-31 14:04:16;
144;752;309;2022-05-31 15:01:31;organic;False;True;2022-05-31 15:01:31;
145;208;880;2022-05-31 16:00:51;organic;False;True;2022-05-31 16:00:51;
146;922;248;2022-05-31 16:28:47;organic;False;True;2022-05-31 16:28:47;
147;318;632;2022-05-31 16:29:30;organic;False;True;2022-05-31 16:29:30;
148;702;130;2022-05-31 18:03:54;organic;False;True;2022-05-31 18:03:54;
149;993;672;2022-05-31 18:14:16;organic;False;True;2022-05-31 18:14:16;
150;184;398;2022-05-31 18:18:40;organic;False;True;2022-05-31 18:18:40;
151;474;554;2022-05-31 19:16:46;organic;False;True;2022-05-31 19:16:46;
152;15;866;2022-05-31 20:56:58;organic;False;True;2022-05-31 20:56:58;
153;438;817;2022-05-31 23:30:07;organic;False;True;2022-05-31 23:30:07;
154;441;501;2022-05-31 23:48:30;organic;False;True;2022-05-31 23:48:30;
155;575;501;2022-05-31 23:48:30;organic;False;True;2022-05-31 23:48:30;
156;393;393;2022-06-01 01:03:09;ad;False;False;2022-06-01 01:19:08;
157;795;124;2022-06-01 01:15:46;organic;False;True;2022-06-01 01:15:46;
158;645;291;2022-06-01 01:45:27;organic;False;True;2022-06-01 01:45:27;
159;686;100;2022-06-01 02:52:53;ad;False;False;2022-06-01 03:39:31;
160;71;51;2022-06-01 03:02:41;ad;False;True;2022-06-01 03:43:47;
161;234;656;2022-06-01 04:17:52;organic;False;True;2022-06-01 04:17:52;
162;38;871;2022-06-01 04:31:24;ad;False;True;2022-06-01 05:13:02;
163;478;522;2022-06-01 04:33:28;organic;False;True;2022-06-01 04:33:28;
164;434;532;2022-06-01 04:52:47;organic;False;True;2022-06-01 04:52:47;
165;544;532;2022-06-01 04:52:47;organic;False;True;2022-06-01 04:52:47;
166;889;312;2022-06-01 05:15:56;ad;False;True;2022-06-01 06:00:57;
167;612;753;2022-06-01 07:59:03;organic;False;True;2022-06-01 07:59:03;
168;655;854;2022-06-01 08:04:10;ad;True;True;2022-06-01 08:07:13;
169;751;648;2022-06-01 08:21:25;ad;True;False;2022-06-01 08:43:42;
170;222;783;2022-06-01 08:57:42;organic;False;True;2022-06-01 08:57:42;
171;225;82;2022-06-01 09:11:53;ad;True;False;2022-06-01 09:13:19;
172;800;409;2022-06-01 10:41:38;ad;False;False;2022-06-01 11:12:53;
173;757;318;2022-06-01 10:58:27;organic;False;True;2022-06-01 10:58:27;
174;851;318;2022-06-01 10:58:27;organic;False;True;2022-06-01 10:58:27;
175;692;13;2022-06-01 12:59:20;organic;False;True;2022-06-01 12:59:20;
176;744;440;2022-06-01 12:59:52;ad;True;True;2022-06-01 13:19:58;
177;666;561;2022-06-01 13:36:07;ad;False;True;2022-06-01 14:09:01;
178;537;631;2022-06-01 13:55:37;organic;False;True;2022-06-01 13:55:37;
179;537;208;2022-06-01 13:55:37;organic;False;True;2022-06-01 13:55:37;
180;196;583;2022-06-01 14:00:17;ad;False;False;2022-06-01 14:56:47;
181;9;258;2022-06-01 14:34:44;ad;True;False;2022-06-01 14:44:05;
182;880;688;2022-06-01 14:39:38;organic;False;True;2022-06-01 14:39:38;
183;209;206;2022-06-01 15:14:02;ad;False;True;2022-06-01 15:32:38;
184;916;628;2022-06-01 15:20:23;ad;False;False;2022-06-01 15:36:07;
185;456;650;2022-06-01 15:39:24;ad;False;True;2022-06-01 16:07:36;
186;66;733;2022-06-01 16:04:31;ad;False;False;2022-06-01 16:42:19;
187;207;835;2022-06-01 16:11:33;organic;False;True;2022-06-01 16:11:33;
188;197;549;2022-06-01 16:24:13;organic;False;True;2022-06-01 16:24:13;
189;197;266;2022-06-01 16:24:13;organic;False;True;2022-06-01 16:24:13;
190;996;189;2022-06-01 16:30:27;organic;False;True;2022-06-01 16:30:27;
191;530;374;2022-06-01 16:45:20;organic;False;True;2022-06-01 16:45:20;
192;600;165;2022-06-01 17:40:32;organic;False;True;2022-06-01 17:40:32;
193;394;208;2022-06-01 18:17:51;ad;False;True;2022-06-01 19:12:54;
194;86;705;2022-06-01 18:48:40;ad;False;True;2022-06-01 19:38:18;
195;144;134;2022-06-01 19:46:31;ad;False;False;2022-06-01 19:56:26;
196;103;689;2022-06-01 21:03:49;organic;False;True;2022-06-01 21:03:49;
197;457;201;2022-06-01 21:19:43;organic;False;True;2022-06-01 21:19:43;
198;953;533;2022-06-01 21:59:55;organic;False;True;2022-06-01 21:59:55;
199;85;27;2022-06-01 22:08:25;organic;False;True;2022-06-01 22:08:25;
200;294;165;2022-06-01 22:09:37;ad;True;False;2022-06-01 23:02:58;
201;878;519;2022-06-01 22:50:24;organic;False;True;2022-06-01 22:50:24;
202;767;158;2022-06-01 22:56:53;ad;False;True;2022-06-01 23:24:03;
203;707;536;2022-06-01 23:33:47;ad;False;False;2022-06-02 00:07:42;
204;603;250;2022-06-01 23:35:56;organic;False;True;2022-06-01 23:35:56;
205;786;307;2022-06-01 23:50:53;ad;False;False;2022-06-02 00:13:23;
206;693;882;2022-06-02 00:08:46;organic;False;True;2022-06-02 00:08:46;
207;234;745;2022-06-02 01:42:36;ad;False;False;2022-06-02 02:03:18;
208;697;413;2022-06-02 01:59:01;ad;False;True;2022-06-02 02:11:11;
209;237;566;2022-06-02 02:30:18;ad;False;True;2022-06-02 02:39:36;
210;954;536;2022-06-02 03:15:09;organic;False;True;2022-06-02 03:15:09;
211;137;616;2022-06-02 03:17:34;organic;False;True;2022-06-02 03:17:34;
212;656;19;2022-06-02 04:16:56;organic;False;True;2022-06-02 04:16:56;
213;401;132;2022-06-02 04:20:14;ad;True;True;2022-06-02 04:41:35;
214;841;869;2022-06-02 04:33:44;ad;False;False;2022-06-02 04:52:05;
215;424;93;2022-06-02 05:10:30;organic;False;True;2022-06-02 05:10:30;
216;179;369;2022-06-02 06:06:45;ad;False;False;2022-06-02 06:24:18;
217;118;600;2022-06-02 06:56:29;organic;False;True;2022-06-02 06:56:29;
218;527;402;2022-06-02 07:01:36;organic;False;True;2022-06-02 07:01:36;
219;933;735;2022-06-02 07:04:24;ad;False;True;2022-06-02 07:37:39;
220;372;127;2022-06-02 07:07:50;ad;False;True;2022-06-02 08:01:34;
221;290;270;2022-06-02 08:35:22;ad;False;False;2022-06-02 09:29:03;
222;969;676;2022-06-02 08:53:38;ad;False;True;2022-06-02 09:45:22;
223;884;776;2022-06-02 09:23:51;organic;False;True;2022-06-02 09:23:51;
224;838;237;2022-06-02 09:36:06;organic;False;True;2022-06-02 09:36:06;
225;507;388;2022-06-02 09:36:10;organic;False;True;2022-06-02 09:36:10;
226;67;137;2022-06-02 11:29:43;ad;False;True;2022-06-02 12:12:52;
227;269;743;2022-06-02 11:54:21;ad;False;False;2022-06-02 12:15:43;
228;92;826;2022-06-02 12:24:07;organic;False;True;2022-06-02 12:24:07;
229;63;736;2022-06-02 12:56:13;organic;False;True;2022-06-02 12:56:13;
230;248;765;2022-06-02 13:34:39;ad;False;True;2022-06-02 14:10:14;
231;130;155;2022-06-02 14:28:54;ad;False;False;2022-06-02 15:20:28;
232;611;713;2022-06-02 15:24:56;organic;False;True;2022-06-02 15:24:56;
233;530;465;2022-06-02 16:00:05;ad;False;False;2022-06-02 16:55:07;
234;677;655;2022-06-02 16:02:35;ad;False;False;2022-06-02 17:00:22;
235;728;694;2022-06-02 16:22:50;organic;False;True;2022-06-02 16:22:50;
236;545;836;2022-06-02 16:34:17;organic;False;True;2022-06-02 16:34:17;
237;989;751;2022-06-02 16:40:38;ad;False;True;2022-06-02 16:42:10;
238;766;338;2022-06-02 16:42:10;ad;True;True;2022-06-02 16:53:52;
239;54;883;2022-06-02 17:19:53;ad;True;False;2022-06-02 17:37:44;
240;181;655;2022-06-02 18:28:54;ad;False;False;2022-06-02 18:51:08;
241;889;59;2022-06-02 18:49:33;organic;False;True;2022-06-02 18:49:33;
242;280;84;2022-06-02 18:56:14;ad;False;True;2022-06-02 19:25:09;
243;945;221;2022-06-02 19:19:01;ad;True;True;2022-06-02 19:54:48;
244;188;39;2022-06-02 19:48:39;organic;False;True;2022-06-02 19:48:39;
245;913;98;2022-06-02 20:04:17;organic;False;True;2022-06-02 20:04:17;
246;629;538;2022-06-02 20:24:34;ad;False;False;2022-06-02 20:40:49;
247;551;380;2022-06-02 22:12:08;organic;False;True;2022-06-02 22:12:08;
248;615;687;2022-06-03 00:34:14;ad;False;True;2022-06-03 00:52:41;
249;970;594;2022-06-03 00:57:29;organic;False;True;2022-06-03 00:57:29;
250;320;530;2022-06-03 01:01:37;organic;False;True;2022-06-03 01:01:37;
251;901;667;2022-06-03 02:00:12;ad;False;True;2022-06-03 02:42:13;
252;550;187;2022-06-03 02:55:41;ad;False;False;2022-06-03 03:29:49;
253;545;798;2022-06-03 02:57:50;ad;False;False;2022-06-03 03:25:32;
254;547;706;2022-06-03 03:09:13;ad;False;False;2022-06-03 03:27:44;
255;509;28;2022-06-03 03:35:40;ad;False;True;2022-06-03 04:10:32;
256;636;863;2022-06-03 04:01:11;ad;False;False;2022-06-03 04:58:22;
257;59;175;2022-06-03 05:05:27;organic;False;True;2022-06-03 05:05:27;
258;327;387;2022-06-03 05:32:21;ad;False;False;2022-06-03 05:40:38;
259;48;600;2022-06-03 05:33:02;ad;False;True;2022-06-03 05:35:09;
260;318;342;2022-06-03 06:27:14;organic;False;True;2022-06-03 06:27:14;
261;915;879;2022-06-03 08:14:42;ad;False;False;2022-06-03 08:26:31;
262;262;595;2022-06-03 10:31:06;ad;True;False;2022-06-03 10:57:39;
263;524;371;2022-06-03 11:30:36;organic;False;True;2022-06-03 11:30:36;
264;957;709;2022-06-03 11:59:35;organic;False;True;2022-06-03 11:59:35;
265;804;55;2022-06-03 12:42:45;ad;False;True;2022-06-03 13:22:51;
266;619;4;2022-06-03 12:45:39;ad;False;False;2022-06-03 13:05:49;
267;98;252;2022-06-03 13:16:07;organic;False;True;2022-06-03 13:16:07;
268;259;440;2022-06-03 14:26:01;ad;True;True;2022-06-03 15:19:29;
269;799;394;2022-06-03 15:04:01;organic;False;True;2022-06-03 15:04:01;
270;847;542;2022-06-03 15:37:40;ad;False;True;2022-06-03 15:39:00;
271;672;351;2022-06-03 15:38:06;ad;False;False;2022-06-03 16:02:05;
272;501;206;2022-06-03 16:26:16;organic;False;True;2022-06-03 16:26:16;
273;255;325;2022-06-03 17:45:44;ad;False;True;2022-06-03 18:34:05;
274;677;123;2022-06-03 19:28:35;organic;False;True;2022-06-03 19:28:35;
275;642;750;2022-06-03 19:33:13;ad;False;False;2022-06-03 20:19:08;
276;552;253;2022-06-03 20:28:38;ad;False;False;2022-06-03 21:26:25;
277;118;769;2022-06-03 20:32:01;organic;False;True;2022-06-03 20:32:01;
278;721;147;2022-06-03 21:00:39;ad;False;False;2022-06-03 21:10:41;
279;218;139;2022-06-03 21:12:31;organic;False;True;2022-06-03 21:12:31;
280;245;139;2022-06-03 21:12:31;organic;False;True;2022-06-03 21:12:31;
281;22;376;2022-06-03 22:44:49;ad;True;True;2022-06-03 22:48:21;
282;825;420;2022-06-03 23:23:23;organic;False;True;2022-06-03 23:23:23;
283;87;729;2022-06-03 23:33:48;ad;False;False;2022-06-04 00:29:57;
284;387;467;2022-06-03 23:41:53;organic;False;True;2022-06-03 23:41:53;
285;450;499;2022-06-04 00:11:16;ad;False;True;2022-06-04 01:08:44;
286;472;445;2022-06-04 00:11:47;organic;False;True;2022-06-04 00:11:47;
287;280;632;2022-06-04 00:16:15;ad;True;False;2022-06-04 01:08:54;
288;19;331;2022-06-04 00:56:44;organic;False;True;2022-06-04 00:56:44;
289;155;827;2022-06-04 03:05:19;organic;False;True;2022-06-04 03:05:19;
290;804;413;2022-06-04 03:26:21;organic;False;True;2022-06-04 03:26:21;
291;193;679;2022-06-04 03:58:53;organic;False;True;2022-06-04 03:58:53;
292;210;281;2022-06-04 04:06:07;ad;False;True;2022-06-04 04:48:30;
293;298;271;2022-06-04 05:25:54;ad;False;True;2022-06-04 05:27:33;
294;708;383;2022-06-04 08:40:04;organic;False;True;2022-06-04 08:40:04;
295;300;683;2022-06-04 09:12:03;organic;False;True;2022-06-04 09:12:03;
296;922;125;2022-06-04 10:32:56;ad;False;True;2022-06-04 11:22:38;
297;220;124;2022-06-04 11:50:54;organic;False;True;2022-06-04 11:50:54;
298;961;435;2022-06-04 12:03:56;ad;False;True;2022-06-04 12:44:14;
299;268;472;2022-06-04 12:50:19;organic;False;True;2022-06-04 12:50:19;
300;476;736;2022-06-04 12:56:13;ad;False;False;2022-06-04 13:36:00;
301;892;647;2022-06-04 13:25:31;ad;False;False;2022-06-04 13:43:52;
302;696;585;2022-06-04 15:56:09;organic;False;True;2022-06-04 15:56:09;
303;851;111;2022-06-04 16:02:38;ad;True;True;2022-06-04 16:06:21;
304;45;322;2022-06-04 16:15:11;organic;False;True;2022-06-04 16:15:11;
305;784;773;2022-06-04 16:26:36;organic;False;True;2022-06-04 16:26:36;
306;537;308;2022-06-04 17:23:34;ad;False;False;2022-06-04 17:46:23;
307;193;537;2022-06-04 17:33:45;ad;False;False;2022-06-04 18:02:51;
308;665;282;2022-06-04 17:49:48;ad;False;True;2022-06-04 18:03:15;
309;401;427;2022-06-04 18:15:53;organic;False;True;2022-06-04 18:15:53;
310;894;602;2022-06-04 18:20:04;ad;True;False;2022-06-04 18:27:56;
311;105;655;2022-06-04 18:45:39;ad;False;True;2022-06-04 19:24:34;
312;812;664;2022-06-04 19:04:50;ad;False;False;2022-06-04 19:06:12;
313;947;31;2022-06-04 20:08:07;organic;False;True;2022-06-04 20:08:07;
314;722;645;2022-06-04 20:24:37;ad;False;False;2022-06-04 21:05:05;
315;693;808;2022-06-04 22:01:24;ad;False;False;2022-06-04 22:03:10;
316;3;263;2022-06-04 22:03:09;organic;False;True;2022-06-04 22:03:09;
317;917;176;2022-06-04 22:22:28;ad;True;True;2022-06-04 22:27:00;
318;662;381;2022-06-04 22:28:05;organic;False;True;2022-06-04 22:28:05;
319;708;452;2022-06-04 22:55:07;ad;False;True;2022-06-04 23:16:13;
320;909;172;2022-06-04 23:29:36;ad;True;False;2022-06-04 23:48:23;
321;88;206;2022-06-05 01:11:00;organic;False;True;2022-06-05 01:11:00;
322;241;468;2022-06-05 01:51:20;ad;True;False;2022-06-05 02:14:20;
323;738;398;2022-06-05 02:11:36;ad;False;False;2022-06-05 02:24:42;
324;864;852;2022-06-05 02:47:09;ad;False;False;2022-06-05 02:54:37;
325;712;609;2022-06-05 04:48:15;organic;False;True;2022-06-05 04:48:15;
326;146;872;2022-06-05 05:35:27;organic;False;True;2022-06-05 05:35:27;
327;178;629;2022-06-05 05:35:36;ad;False;True;2022-06-05 05:43:48;
328;553;589;2022-06-05 05:41:54;ad;False;True;2022-06-05 06:27:16;
329;261;123;2022-06-05 07:06:38;organic;False;True;2022-06-05 07:06:38;
330;769;697;2022-06-05 07:44:46;ad;False;False;2022-06-05 07:53:28;
331;791;306;2022-06-05 07:49:14;ad;False;False;2022-06-05 07:54:09;
332;376;476;2022-06-05 08:01:08;organic;False;True;2022-06-05 08:01:08;
333;562;690;2022-06-05 08:07:47;ad;False;True;2022-06-05 08:20:55;
334;644;483;2022-06-05 08:47:34;ad;False;True;2022-06-05 09:04:16;
335;140;129;2022-06-05 09:26:11;ad;False;False;2022-06-05 09:55:57;
336;975;460;2022-06-05 09:56:54;ad;False;False;2022-06-05 10:45:36;
337;309;298;2022-06-05 11:07:10;ad;False;True;2022-06-05 11:22:33;
338;665;313;2022-06-05 11:14:18;organic;False;True;2022-06-05 11:14:18;
339;202;353;2022-06-05 11:56:29;ad;False;False;2022-06-05 12:41:13;
340;233;29;2022-06-05 12:35:56;ad;False;False;2022-06-05 13:32:56;
341;584;710;2022-06-05 13:15:37;ad;False;True;2022-06-05 13:46:28;
342;286;210;2022-06-05 13:19:28;ad;False;True;2022-06-05 14:13:55;
343;464;705;2022-06-05 14:02:58;organic;False;True;2022-06-05 14:02:58;
344;384;693;2022-06-05 14:17:36;ad;False;True;2022-06-05 14:39:04;
345;145;722;2022-06-05 17:39:46;ad;False;True;2022-06-05 18:10:29;
346;200;169;2022-06-05 18:01:35;organic;False;True;2022-06-05 18:01:35;
347;690;323;2022-06-05 18:24:09;organic;False;True;2022-06-05 18:24:09;
